n,local_cpu_mean_ms,local_gpu_mean_ms,orca_cpu_mean_ms,orca_gpu_mean_ms,local_cpu_std_ms,local_gpu_std_ms,orca_cpu_std_ms,orca_gpu_std_ms,local_gpu_speedup,orca_gpu_speedup
16,0.003056667628698051,0.022530000812063612,0.004159232776146382,0.016981997760012746,0.0003936419452070401,0.007160624490042783,0.0005510331480916825,0.0020662627800573942,0.13567099505213373,0.24492011098600336
32,0.003403334024672707,0.023156668369968728,0.006893334890870998,0.018738900447109092,0.00022511753030456043,0.0016420509254781994,0.0015205758549623255,0.0014368032790431633,0.1469699341156693,0.367862293218728
64,0.034223334902587034,0.04196999555764099,0.01016850001178682,0.01876976602943614,0.07655677182942332,0.003142060679511751,0.00016211386343975098,0.0005753039141822648,0.8154238390515242,0.5417488953160003
128,0.01733999912782262,0.0427500024670735,0.024182099635557584,0.016449433557378747,0.007833950814011616,0.016449097920500626,0.0007028637140568467,0.0009126273108444268,0.4056139912782009,1.4700870732846716
256,0.05285332736093551,0.048820009881940976,0.13531249957539998,0.01859550199393804,0.009943696493504725,0.02159202443282559,0.0016579898186614367,0.0016822774712168594,1.0826160725642642,7.276625262362403
512,0.24915999868719999,0.036210005055181675,0.9120445999239001,0.02247250182942177,0.1686084200363,0.003245617245122176,0.00226313268061695,0.0004193690705423883,6.880971110263489,40.5849160385792
1024,2.3289400007342,0.1345133340995,7.0767194997946,0.08706813144575185,0.3640835203817,0.1123381988915,0.1141855403511,0.0023983912473158195,17.313822576217422,81.27795304994892
2048,15.2954533337227,0.6109166686655,55.523503000343496,0.4090136339073,2.7670781748177,0.1084527019128,0.07011453167483421,0.005979138971721557,25.036889838240015,135.74976088187685
4096,107.6982233304685,4.759100000956,464.8196617679787,3.3519601003111,8.8467336884351,0.1204756081615,6.2277224869204,0.1602329528881,22.62995593890321,138.67100080482408
