experiment,n,tensor_size_mb,device,dtype,case,repeats,total_seconds,seconds_per_repeat,skipped
vectorization,1000,0.003814697265625,cpu,float32,vectorized_tensor_op,100,0.0008391690207645297,8.391690207645298e-06,False
vectorization,1000,0.003814697265625,cpu,float32,python_loop_scalar,1,0.008305000024847686,0.008305000024847686,False
vectorization,10000,0.03814697265625,cpu,float32,vectorized_tensor_op,100,0.0007646779995411634,7.646779995411634e-06,False
vectorization,10000,0.03814697265625,cpu,float32,python_loop_scalar,1,0.08196443296037614,0.08196443296037614,False
vectorization,100000,0.3814697265625,cpu,float32,vectorized_tensor_op,100,0.0023729800013825297,2.3729800013825297e-05,False
vectorization,100000,0.3814697265625,cpu,float32,python_loop_scalar,1,0.8235670960275456,0.8235670960275456,False
vectorization,1000000,3.814697265625,cpu,float32,vectorized_tensor_op,100,0.07361636706627905,0.0007361636706627906,False
vectorization,1000000,3.814697265625,cpu,float32,python_loop_scalar,1,8.248517928062938,8.248517928062938,False
